qid,doc_id,og_score,p_score,score_diff,percent_change,og_rank,p_rank,change_in_rank
1089763,3114667,100.48577880859376,104.40078735351562,3.915008544921875,3.8960822032132727,21,24,-3
1089763,4947708,100.48523712158205,103.79717254638672,3.3119354248046875,3.295942289311029,22,31,-9
1089763,6032332,100.4215316772461,103.8200454711914,3.3985137939453125,3.3842481160993496,23,30,-7
1089763,639107,100.35958862304688,102.99188995361328,2.6323013305664062,2.622869789207084,24,55,-31
1089763,2082448,100.34349822998048,103.14405059814452,2.8005523681640625,2.790965451239688,25,51,-26
1089763,53864,100.27063751220705,103.37873840332033,3.108100891113281,3.099711907920101,26,41,-15
1089763,7888961,100.24523162841795,102.4762191772461,2.230987548828125,2.2255298457464727,27,64,-37
1089763,7096852,100.23855590820312,102.30120849609376,2.062652587890625,2.057743718674049,28,68,-40
1089763,228992,100.23419952392578,102.75324249267578,2.51904296875,2.513157166630245,29,58,-29
1089763,7493305,100.21390533447266,103.5115966796875,3.297691345214844,3.290652464055273,30,37,-7
1089763,7888957,100.2002944946289,102.7328643798828,2.5325698852539062,2.527507427026236,31,59,-28
1089763,7081596,100.1805648803711,100.27206420898438,0.0914993286132812,0.0913344107437841,32,99,-67
1089763,5901645,100.1363296508789,103.33543395996094,3.1991043090820312,3.194748919034254,33,44,-11
1089763,228993,100.089599609375,102.50782775878906,2.4182281494140625,2.416063366075806,34,63,-29
1089763,3655554,100.06373596191406,102.06150817871094,1.997772216796875,1.9964997284903097,35,73,-38
1089763,8832912,99.93079376220705,103.37322235107422,3.4424285888671875,3.444812614076408,36,42,-6
1089763,5837308,99.9059600830078,103.21090698242188,3.3049468994140625,3.308057794217799,37,48,-11
1089763,5873062,99.87112426757812,102.9788818359375,3.107757568359375,3.111767882008582,38,56,-18
1089763,7493303,99.83336639404295,103.03312683105467,3.1997604370117188,3.205101212737075,39,52,-13
1089763,6572754,99.82135772705078,100.97886657714844,1.1575088500976562,1.1595803507929854,40,95,-55
1089763,8515241,99.78252410888672,105.1388931274414,5.356369018554688,5.368043218379204,41,18,23
1089763,5837305,99.76773071289062,103.15412902832033,3.3863983154296875,3.394282190475986,42,50,-8
1089763,8635517,99.76514434814452,102.6196517944336,2.8545074462890625,2.8612272000808785,43,61,-18
1089763,2408714,99.7285614013672,105.24441528320312,5.5158538818359375,5.530866789140629,44,15,29
1089763,687720,99.7031707763672,104.16740417480467,4.4642333984375,4.477523998159208,45,25,20
1089763,5903591,99.62286376953124,100.65465545654295,1.0317916870117188,1.0356976781943132,46,97,-51
1089763,1520103,99.60818481445312,103.33387756347656,3.7256927490234375,3.740348000481623,47,45,2
1089763,1249614,99.60540008544922,103.7388916015625,4.133491516113281,4.149866887304556,48,33,15
1089763,8635518,99.60447692871094,101.51962280273438,1.9151458740234373,1.9227507970290816,49,88,-39
1089763,1358067,99.60367584228516,105.73733520507812,6.133659362792969,6.158065263078394,50,10,40
1089763,7888959,99.57093048095705,103.00015258789062,3.4292221069335938,3.443999257985676,51,53,-2
1089763,8506995,99.56597137451172,102.64236450195312,3.0763931274414062,3.089803760232228,52,60,-8
1089763,8515242,99.5402603149414,101.155029296875,1.6147689819335938,1.6222270032492676,53,94,-41
1089763,8001227,99.53472900390624,101.32059478759766,1.7858657836914062,1.7942137398307678,54,90,-36
1089763,5837306,99.53271484375,102.13361358642578,2.600898742675781,2.613109415089064,55,72,-17
1089763,5903593,99.51667022705078,102.15953826904295,2.6428680419921875,2.655703849377588,56,70,-14
1089763,2408716,99.50385284423828,101.98596954345705,2.48211669921875,2.4944930555646074,57,74,-17
1089763,228997,99.48831176757812,101.65638732910156,2.168075561523437,2.17922640660386,58,83,-25
1089763,1541523,99.45653533935548,104.5135726928711,5.057037353515625,5.08467074210912,59,22,37
1089763,8515237,99.45541381835938,105.94435119628906,6.488937377929688,6.524468733075479,60,8,52
1089763,6702047,99.4434051513672,101.60881042480467,2.1654052734375,2.1775252669007474,61,85,-24
1089763,8506993,99.43313598632812,105.14120483398438,5.70806884765625,5.740610301621282,62,17,45
1089763,6344206,99.41105651855467,101.29351806640624,1.8824615478515625,1.8936138632629944,63,92,-29
1089763,1541521,99.400634765625,102.41175842285156,3.0111236572265625,3.0292801090520576,64,65,-1
1089763,7651851,99.40026092529295,103.34416961669922,3.94390869140625,3.967704566057834,65,43,22
1089763,6032329,99.3908920288086,101.88943481445312,2.4985427856445312,2.5138548760789114,66,77,-11
1089763,1687789,99.3879165649414,103.18942260742188,3.8015060424804688,3.82491773031233,67,49,18
1089763,5948577,99.3542022705078,101.84673309326172,2.4925308227539062,2.508732158069761,68,78,-10
1089763,1358063,99.3316650390625,104.16624450683594,4.8345794677734375,4.86710805247473,69,26,43
1089763,7998058,99.3295669555664,101.31964874267578,1.990081787109375,2.003514007062578,70,91,-21
1089763,2408713,99.32951354980467,103.62094116210938,4.291427612304688,4.320395277233416,71,35,36
1089763,7998057,99.31145477294922,103.5206298828125,4.209175109863281,4.238358122420527,72,36,36
1089763,4947710,99.3051986694336,102.5518798828125,3.2466812133789062,3.269397027426967,73,62,11
1089763,5903599,99.29967498779295,101.18733215332033,1.887657165527344,1.9009701348563284,74,93,-19
1089763,6032334,99.29312133789062,102.3189697265625,3.025848388671875,3.0473897364702944,75,67,8
1089763,7942638,99.27739715576172,104.5562973022461,5.278900146484375,5.317323275712014,76,21,55
1089763,8813397,99.27337646484376,105.32322692871094,6.049850463867188,6.094131860227052,77,13,64
1089763,5903592,99.25328826904295,101.674072265625,2.4207839965820312,2.4389962678315333,78,81,-3
1089763,7998063,99.24349975585938,101.94927215576172,2.705772399902344,2.7263976044361478,79,76,3
1089763,1358069,99.23333740234376,102.39810943603516,3.1647720336914062,3.189222610602896,80,66,14
1089763,8506991,99.2295379638672,101.95133972167967,2.7218017578125,2.742935030901383,81,75,6
1089763,5873065,99.22633361816406,102.13549041748048,2.9091567993164062,2.931839455553425,82,71,11
1089763,6032333,99.21550750732422,101.72552490234376,2.5100173950195312,2.529863988080934,83,80,3
1089763,2408715,99.2132568359375,101.53446197509766,2.321205139160156,2.3396118756574857,84,87,-3
1089763,3114668,99.18009948730467,104.007080078125,4.8269805908203125,4.866884199322848,85,29,56
1089763,8506996,99.16846466064452,104.02760314941406,4.859138488769531,4.899882745384383,86,28,58
1089763,7809161,99.1680679321289,101.6731414794922,2.505073547363281,2.5260888909096884,87,82,5
1089763,7930967,99.16590881347656,100.25294494628906,1.0870361328125,1.0961792674709725,88,100,-12
1089763,8515238,99.13442993164062,101.5490264892578,2.4145965576171875,2.4356790665787886,89,86,3
1089763,4930361,99.12984466552734,103.4073486328125,4.277503967285156,4.315051619134302,90,38,52
1089763,5948576,99.09269714355467,101.5021743774414,2.4094772338867188,2.4315386535459127,91,89,2
1089763,5857608,99.07006072998048,101.61124420166016,2.5411834716796875,2.5650367557619527,92,84,8
1089763,5873063,99.06050872802734,100.9171142578125,1.856605529785156,1.8742136030034984,93,96,-3
1089763,3649316,99.05966186523438,103.30870819091795,4.249046325683594,4.289381011076138,94,47,47
1089763,8394220,99.05748748779295,103.62659454345705,4.569107055664063,4.612581210710721,95,34,61
1089763,8001225,99.0399398803711,102.26093292236328,3.2209930419921875,3.252216273437543,96,69,27
1089763,844003,99.0290756225586,101.76217651367188,2.733100891113281,2.7598974078383574,97,79,18
1089763,5159980,99.02384948730467,100.42117309570312,1.3973236083984375,1.4110980492407343,98,98,0
1089763,5007908,99.01058197021484,104.5131607055664,5.5025787353515625,5.557566298324448,99,23,76
1089763,1281692,98.99607849121094,102.99529266357422,3.999214172363281,4.039770295263099,100,54,46
1089401,7085257,102.53152465820312,108.3367691040039,5.805244445800781,5.661911753631889,1,1,0
1089401,7085252,101.74554443359376,107.89395141601562,6.148406982421875,6.042925040746875,2,2,0
1089401,6966015,101.22277069091795,104.08003997802734,2.857269287109375,2.822753484820129,3,85,-82
1089401,746692,101.01856231689452,104.22584533691406,3.2072830200195312,3.174944234464857,4,80,-76
1089401,6966014,100.70011901855467,104.06053924560548,3.360420227050781,3.3370568573326125,5,87,-82
1089401,1684779,100.4908218383789,107.78998565673828,7.299163818359375,7.263512910759894,6,3,3
1089401,8021800,100.48418426513672,107.4977035522461,7.013519287109375,6.979724559044598,7,5,2
1089401,7182752,100.25222778320312,107.68267059326172,7.430442810058594,7.411748321570502,8,4,4
1089401,746691,100.22409057617188,103.03659057617188,2.8125,2.806211544381594,9,93,-84
1089401,234245,100.0855484008789,106.4753646850586,6.389816284179688,6.384354570937811,10,12,-2
1089401,2788487,100.08014678955078,106.51756286621094,6.437416076660156,6.432260826112494,11,10,1
1089401,6049696,100.01667022705078,106.45763397216795,6.440963745117188,6.439890200798894,12,13,-1
1089401,60097,99.83357238769533,105.28387451171876,5.4503021240234375,5.459388053206837,13,46,-33
1089401,4551905,99.6810302734375,105.82933807373048,6.148307800292969,6.167981794958774,14,26,-12
1089401,3533126,99.6165771484375,105.37225341796876,5.75567626953125,5.777829789267687,15,42,-27
1089401,6049695,99.5239486694336,106.2139663696289,6.6900177001953125,6.722017956116318,16,17,-1
1089401,60098,99.4998016357422,105.1509017944336,5.651100158691406,5.679508969655498,17,52,-35
1089401,6456584,99.44001770019533,105.63645935058594,6.196441650390625,6.231336029195472,18,32,-14
1089401,6456590,99.40208435058594,105.80594635009766,6.403861999511719,6.4423820097430085,19,27,-8
1089401,7182753,99.3577117919922,106.138916015625,6.7812042236328125,6.825040654951304,20,19,1
1089401,6049692,99.32420349121094,105.4153060913086,6.091102600097656,6.132546132762746,21,38,-17
1089401,7182754,99.25780487060548,106.0964584350586,6.838653564453125,6.889789244652484,22,20,2
1089401,7085254,99.25647735595705,105.78328704833984,6.5268096923828125,6.575701522205085,23,28,-5
1089401,7182755,99.2385482788086,106.3489990234375,7.110450744628906,7.165008827670722,24,15,9
1089401,3012403,99.16539764404295,104.3145751953125,5.149177551269531,5.192514398775117,25,76,-51
1089401,7182758,99.13046264648438,104.95491027832033,5.8244476318359375,5.875537626215749,26,60,-34
1089401,6966017,99.10711669921876,105.6931610107422,6.5860443115234375,6.64537979801339,27,31,-4
1089401,7735015,99.10003662109376,105.41354370117188,6.313507080078125,6.370842327957601,28,39,-11
1089401,533118,99.07742309570312,106.50421905517578,7.426795959472656,7.495951880277301,29,11,18
1089401,2821752,99.0585479736328,106.20462799072266,7.146080017089844,7.213996331737037,30,18,12
1089401,4432925,99.03137969970705,105.50473022460938,6.473350524902344,6.536665998728375,31,35,-4
1089401,6456589,99.02696228027344,105.00011444091795,5.973152160644531,6.031844280690822,32,56,-24
1089401,3012401,98.9062271118164,105.35243225097656,6.446205139160156,6.517491696324167,33,43,-10
1089401,4551904,98.90621948242188,105.35243225097656,6.446212768554688,6.517499912834442,34,44,-10
1089401,7182757,98.8037109375,105.92127227783205,7.117561340332031,7.203738880652336,35,23,12
1089401,6936055,98.77507781982422,104.9027328491211,6.127655029296875,6.2036448510568025,36,62,-26
1089401,4344102,98.76018524169922,106.38790130615234,7.627716064453125,7.7234728203329635,37,14,23
1089401,1503161,98.75503540039062,106.0793914794922,7.324356079101562,7.416691259747744,38,22,16
1089401,5207316,98.74624633789062,105.3204345703125,6.574188232421875,6.657658874370038,39,45,-6
1089401,2377612,98.71923065185548,105.5361557006836,6.816925048828125,6.9053668710899725,40,34,6
1089401,3012402,98.69718170166016,105.13630676269533,6.439125061035156,6.524122523071847,41,53,-12
1089401,7182751,98.63267517089844,103.25606536865234,4.623390197753906,4.687483321062793,42,91,-49
1089401,6735547,98.62987518310548,106.68799591064452,8.058120727539062,8.170060757533388,43,7,36
1089401,7487302,98.62708282470705,106.7737274169922,8.146644592285156,8.260048212887366,44,6,38
1089401,1741905,98.58285522460938,105.86628723144533,7.2834320068359375,7.388132541141661,45,24,21
1089401,7735008,98.50499725341795,105.05848693847656,6.553489685058594,6.652951492601761,46,54,-8
1089401,7526751,98.49234771728516,104.97175598144533,6.479408264160156,6.578590534524375,47,57,-10
1089401,3012406,98.45120239257812,104.17765045166016,5.726448059082031,5.816534404778105,48,82,-34
1089401,1685950,98.4463882446289,105.26248168945312,6.816093444824219,6.923660244281328,49,48,1
1089401,7526746,98.4286117553711,106.67313385009766,8.244522094726562,8.376143834291833,50,8,42
1089401,2312536,98.42601776123048,104.77286529541016,6.346847534179688,6.448343312615132,51,68,-17
1089401,4964986,98.42195129394533,104.89496612548828,6.473014831542969,6.576799937862209,52,63,-11
1089401,7085253,98.41913604736328,105.00690460205078,6.5877685546875,6.693585027526759,53,55,-2
1089401,3012404,98.40023803710938,103.25975036621094,4.8595123291015625,4.938516843088235,54,90,-36
1089401,6966016,98.31399536132812,101.91024017333984,3.5962448120117188,3.6579174702387327,55,99,-44
1089401,6996742,98.22047424316406,104.4342041015625,6.2137298583984375,6.326308141228405,56,74,-18
1089401,2312537,98.21411895751952,104.2048568725586,5.990737915039063,6.099670779137398,57,81,-24
1089401,8147521,98.1719741821289,103.314453125,5.142478942871094,5.238235235374562,58,89,-31
1089401,7042,98.11051177978516,104.47866821289062,6.368156433105469,6.49079932168652,59,73,-14
1089401,4924912,98.10517120361328,104.26537322998048,6.160202026367188,6.279181770736569,60,78,-18
1089401,8815395,98.08199310302734,106.3459701538086,8.26397705078125,8.42558026130301,61,16,45
1089401,6049693,97.9881362915039,105.8337631225586,7.845626831054687,8.006710942756184,62,25,37
1089401,5100722,97.90825653076172,102.54495239257812,4.636695861816406,4.735755722868588,63,95,-32
1089401,4202562,97.90492248535156,105.70912170410156,7.80419921875,7.971202081200418,64,30,34
1089401,4551903,97.8943328857422,103.24436950683594,5.35003662109375,5.465113723526845,65,92,-27
1089401,6049698,97.88499450683594,104.9448699951172,7.05987548828125,7.2124185365186015,66,61,5
1089401,8815393,97.7984848022461,104.7997055053711,7.001220703125,7.158823285740932,67,67,0
1089401,1925100,97.77828979492188,104.54822540283205,6.769935607910156,6.923761524270139,68,72,-4
1089401,5912184,97.73477172851562,104.76996612548828,7.035194396972656,7.1982512186295216,69,69,0
1089401,746694,97.68126678466795,106.52426147460938,8.842994689941406,9.0529074622212,70,9,61
1089401,4608098,97.67887878417967,104.08395385742188,6.405075073242188,6.557277430870316,71,84,-13
1089401,4922591,97.66204071044922,105.44497680664062,7.782936096191406,7.969254010641087,72,37,35
1089401,7085255,97.60533142089844,105.19440460205078,7.589073181152344,7.77526500927124,73,50,23
1089401,1335934,97.6002960205078,102.37332153320312,4.7730255126953125,4.890380160007305,74,96,-22
1089401,7735016,97.59061431884766,105.27632904052734,7.685714721679687,7.875465048891845,75,47,28
1089401,2312543,97.58518981933594,105.18758392333984,7.602394104003906,7.790520383347696,76,51,25
1089401,4577372,97.57054138183594,105.39298248291016,7.822441101074219,8.01721604727149,77,41,36
1089401,5115,97.52266693115234,104.30461883544922,6.781951904296875,6.954231377905919,78,77,1
1089401,7487307,97.51181030273438,104.58131408691406,7.069503784179688,7.24989492270912,79,71,8
1089401,7085256,97.51171112060548,102.22772979736328,4.7160186767578125,4.836361317590762,80,97,-17
1089401,499466,97.48771667480467,104.24566650390624,6.7579498291015625,6.9321039199681325,81,79,2
1089401,1542876,97.48452758789062,104.81971740722656,7.3351898193359375,7.52446567761498,82,65,17
1089401,7735009,97.46842956542967,104.9709701538086,7.502540588378906,7.69740583882345,83,58,25
1089401,60099,97.46322631835938,104.1487045288086,6.685478210449219,6.859487894040564,84,83,1
1089401,98222,97.4586410522461,104.4290008544922,6.970359802246094,7.152120865823883,85,75,10
1089401,8815391,97.45329284667967,105.39501953125,7.941726684570312,8.149264588796184,86,40,46
1089401,4509363,97.44378662109376,106.0841293334961,8.640342712402344,8.86700220918135,87,21,66
1089401,7526748,97.43013763427734,105.4876480102539,8.057510375976562,8.270038995759165,88,36,52
1089401,1225474,97.42999267578124,103.01687622070312,5.586883544921875,5.7342543004323145,89,94,-5
1089401,303875,97.4172592163086,104.86621856689452,7.4489593505859375,7.646447262538987,90,64,26
1089401,723213,97.41539764404295,104.96485900878906,7.549461364746094,7.7497618932193,91,59,32
1089401,5014901,97.3923110961914,104.6063461303711,7.214035034179687,7.407191546214162,92,70,22
1089401,4577367,97.38890838623048,104.816650390625,7.427742004394531,7.626887011544651,93,66,27
1089401,7735010,97.3756103515625,105.58413696289062,8.208526611328125,8.42975626205809,94,33,61
1089401,5200240,97.35279083251952,99.01436614990234,1.6615753173828125,1.70675673822366,95,100,-5
1089401,3012407,97.2406005859375,104.07750701904295,6.836906433105469,7.030917530238076,96,86,10
1089401,2695897,97.23959350585938,103.67697143554688,6.4373779296875,6.620120156404812,97,88,9
1089401,7210562,97.22837829589844,105.22625732421876,7.997879028320312,8.225868998843213,98,49,49
1089401,7085250,97.22118377685548,105.71147918701172,8.49029541015625,8.73296855718543,99,29,70
1089401,533116,97.21762084960938,102.13449096679688,4.9168701171875,5.057591488269028,100,98,2
1088958,2131274,100.17937469482422,102.432373046875,2.252998352050781,2.248964279238192,1,23,-22
1088958,7089542,100.00521087646484,100.31360626220705,0.3083953857421875,0.3083793164769627,2,61,-59
1088958,7089545,99.98770904541016,100.6297607421875,0.6420516967773438,0.6421306207603489,3,54,-51
1088958,3427441,98.87903594970705,103.06430053710938,4.185264587402344,4.23271176463644,4,16,-12
1088958,1771737,98.28433227539062,104.84686279296876,6.562530517578125,6.677087146698065,5,4,1
1088958,2091485,98.23165893554688,99.49649810791016,1.2648391723632812,1.2876084818980662,6,71,-65
1088958,1984681,98.14962005615234,101.12649536132812,2.976875305175781,3.0329972785148653,7,47,-40
1088958,5459648,98.12972259521484,99.3824691772461,1.25274658203125,1.2766229730403196,8,77,-69
1088958,8257788,97.8339614868164,102.33116149902344,4.497200012207031,4.596767772521457,9,27,-18
1088958,7184966,97.7852783203125,104.02855682373048,6.243278503417969,6.384681427164359,10,7,3
1088958,2091486,97.72212982177734,98.99945068359376,1.2773208618164062,1.3070947841046294,11,80,-69
1088958,7089541,97.05126953125,96.8870620727539,-0.1642074584960937,-0.1691966105020602,12,95,-83
1088958,5583122,97.05026245117188,105.92372131347656,8.873458862304688,9.143158027799378,13,1,12
1088958,5951803,96.98373413085938,100.47096252441406,3.4872283935546875,3.5956837760540323,14,56,-42
1088958,5490929,96.98089599609376,98.79432678222656,1.8134307861328125,1.86988454530865,15,84,-69
1088958,6942137,96.7737274169922,104.13825988769533,7.364532470703125,7.610053541670247,16,6,10
1088958,4399953,96.7674560546875,99.51046752929688,2.743011474609375,2.8346425404210067,17,70,-53
1088958,1502077,96.70375061035156,98.90380096435548,2.2000503540039062,2.2750413920020223,18,82,-64
1088958,7118168,96.69659423828124,101.9281005859375,5.23150634765625,5.410228135610123,19,34,-15
1088958,2966737,96.67152404785156,100.44667053222656,3.775146484375,3.9051277214853215,20,57,-37
1088958,7473718,96.65534210205078,103.35938262939452,6.70404052734375,6.936026898818981,21,11,10
1088958,8383044,96.64092254638672,101.29317474365234,4.652252197265625,4.813956732493514,22,42,-20
1088958,5355904,96.64049530029295,104.2366943359375,7.596199035644531,7.86026500799764,23,5,18
1088958,5620431,96.59092712402344,100.3911361694336,3.800209045410156,3.93433333601888,24,58,-34
1088958,1364138,96.53046417236328,99.55397033691406,3.023506164550781,3.132178209722535,25,69,-44
1088958,5523143,96.52611541748048,103.96966552734376,7.443550109863281,7.71143651401441,26,8,18
1088958,5458930,96.46063232421876,98.48396301269533,2.0233306884765625,2.097571454514048,27,88,-61
1088958,448434,96.2933120727539,98.68821716308594,2.3949050903320312,2.4870938996496177,28,86,-58
1088958,6299252,96.26998901367188,98.9183578491211,2.6483688354492188,2.7509807184803026,29,81,-52
1088958,5557365,96.2528839111328,95.9722137451172,-0.280670166015625,-0.2915966302627968,30,98,-68
1088958,1046445,96.23854064941406,97.51400756835938,1.2754669189453125,1.3253182252541549,31,94,-63
1088958,7858431,96.23429870605467,102.12755584716795,5.893257141113281,6.123863550057232,32,28,4
1088958,5170133,96.17523193359376,102.09293365478516,5.917701721191406,6.153041279149096,33,30,3
1088958,5853955,96.16451263427734,98.8740005493164,2.7094879150390625,2.8175548763435208,34,83,-49
1088958,1292987,96.16352081298828,101.09041595458984,4.9268951416015625,5.123455443341165,35,50,-15
1088958,7415655,96.1532974243164,103.41111755371094,7.257820129394531,7.548176010403868,36,10,26
1088958,2960096,96.1268310546875,103.17818450927734,7.051353454589844,7.335468544238455,37,14,23
1088958,6283948,96.09011840820312,98.045654296875,1.955535888671875,2.0351061285662158,38,92,-54
1088958,7089538,96.08002471923828,102.03862762451172,5.9586029052734375,6.20170833915318,39,31,8
1088958,7118172,96.06626892089844,103.15794372558594,7.0916748046875,7.382065405836495,40,15,25
1088958,5460857,96.04910278320312,100.78409576416016,4.734992980957031,4.929762843953476,41,51,-10
1088958,304373,96.03781127929688,101.11002349853516,5.072212219238281,5.281474194041437,42,49,-7
1088958,6787829,96.03658294677734,99.43407440185548,3.397491455078125,3.537705477256501,43,75,-32
1088958,6942132,96.0263214111328,102.36480712890624,6.3384857177734375,6.600779478613439,44,25,19
1088958,3140603,96.01433563232422,96.77552795410156,0.7611923217773438,0.7927902815390419,45,96,-51
1088958,265132,95.9899444580078,102.9599380493164,6.969993591308594,7.261170563920596,46,18,28
1088958,7089544,95.98936462402344,101.98229217529295,5.992927551269531,6.243324533653253,47,32,15
1088958,3427444,95.95858764648438,99.40180206298828,3.4432144165039062,3.588229569602315,48,76,-28
1088958,8557481,95.93549346923828,99.9168701171875,3.9813766479492183,4.1500559427735135,49,65,-16
1088958,3445416,95.9296646118164,100.64722442626952,4.717559814453125,4.9177278306381424,50,53,-3
1088958,6630021,95.91576385498048,102.6209487915039,6.7051849365234375,6.990701702236684,51,21,30
1088958,6206626,95.91287231445312,99.70288848876952,3.7900161743164062,3.9515198355135577,52,67,-15
1088958,7813184,95.85356903076172,99.7781219482422,3.9245529174804688,4.094321116223628,53,66,-13
1088958,4108997,95.78500366210938,97.97188568115234,2.1868820190429688,2.283115242921952,54,93,-39
1088958,7118174,95.77733612060548,101.2038116455078,5.426475524902344,5.665719829656961,55,44,11
1088958,2045655,95.77174377441406,99.4455795288086,3.6738357543945312,3.8360330611167344,56,73,-17
1088958,3105811,95.76525115966795,99.43817901611328,3.672927856445313,3.835345088085756,57,74,-17
1088958,8493730,95.73532104492188,102.86563873291016,7.130317687988281,7.4479487927371375,58,19,39
1088958,1200393,95.73429107666016,103.20079040527344,7.466499328613281,7.7991900756171155,59,13,46
1088958,3506286,95.72093963623048,101.96570587158205,6.2447662353515625,6.523929099613553,60,33,27
1088958,8052886,95.71956634521484,105.19379425048828,9.474227905273438,9.89790099038311,61,3,58
1088958,7566035,95.71819305419922,99.56855010986328,3.8503570556640634,4.022596888643569,62,68,-6
1088958,5013269,95.71351623535156,100.61065673828124,4.897140502929688,5.116456583715958,63,55,8
1088958,4980587,95.70598602294922,103.61944580078124,7.913459777832031,8.26851078670719,64,9,55
1088958,6299253,95.67495727539062,98.56812286376952,2.8931655883789062,3.0239528407117278,65,87,-22
1088958,4451507,95.6551513671875,95.8813018798828,0.2261505126953125,0.2364227221043201,66,99,-33
1088958,5296136,95.64693450927734,101.55038452148438,5.903450012207031,6.172126730976854,67,39,28
1088958,6347718,95.62515258789062,100.6786880493164,5.053535461425781,5.284734533396948,68,52,16
1088958,5394931,95.61868286132812,101.60423278808594,5.9855499267578125,6.259812149303929,69,38,31
1088958,3177717,95.61016082763672,102.58673858642578,6.976577758789063,7.296899930297407,70,22,48
1088958,6789090,95.6085433959961,101.66236114501952,6.0538177490234375,6.331879489000729,71,36,35
1088958,634092,95.60443878173828,98.7344741821289,3.130035400390625,3.2739435953767693,72,85,-13
1088958,3724199,95.60134887695312,99.9362335205078,4.334884643554688,4.53433418511076,73,64,9
1088958,15867,95.59815979003906,99.2782974243164,3.680137634277344,3.849590454837185,74,79,-5
1088958,1205247,95.59343719482422,98.10287475585938,2.509437561035156,2.625114897710809,75,91,-16
1088958,5250051,95.59048461914062,102.38377380371094,6.7932891845703125,7.106658378850874,76,24,52
1088958,5822666,95.5692901611328,102.3599853515625,6.790695190429688,7.105520171783596,77,26,51
1088958,2446630,95.56757354736328,99.96319580078124,4.395622253417969,4.59949132352879,78,63,15
1088958,6776166,95.56173706054688,101.27948760986328,5.717750549316406,5.98330537429819,79,43,36
1088958,4666272,95.5309066772461,101.48507690429688,5.954170227050781,6.232716127323188,80,41,39
1088958,5530804,95.522216796875,100.34149932861328,4.819282531738281,5.045195445983351,81,60,21
1088958,2258981,95.46759033203124,100.21359252929688,4.746002197265625,4.97132291781879,82,62,20
1088958,3506284,95.45446014404295,101.82254028320312,6.368080139160156,6.671328012908539,83,35,48
1088958,5050909,95.40406799316406,101.52584075927734,6.121772766113281,6.41667896860742,84,40,44
1088958,6937042,95.3766098022461,103.32654571533205,7.9499359130859375,8.335309809783906,85,12,73
1088958,6744666,95.35790252685548,98.483154296875,3.1252517700195312,3.2773914769563777,86,89,-3
1088958,5557363,95.357177734375,95.61502838134766,0.2578506469726562,0.2704050739535514,87,100,-13
1088958,6942133,95.3479461669922,103.05552673339844,7.70758056640625,8.083635648435688,88,17,71
1088958,1244938,95.29705047607422,98.409912109375,3.112861633300781,3.266482664206184,89,90,-1
1088958,6776168,95.29164123535156,101.11202239990234,5.820381164550781,6.107966122837142,90,48,42
1088958,3148484,95.2773666381836,101.64080047607422,6.363433837890625,6.678851507363554,91,37,54
1088958,4163192,95.27222442626952,102.84391784667967,7.571693420410156,7.947430078395865,92,20,72
1088958,2657684,95.26515197753906,102.12074279785156,6.8555908203125,7.196325915617982,93,29,64
1088958,5240509,95.2641372680664,105.58258056640624,10.318443298339844,10.83140370998636,94,2,92
1088958,4037630,95.25394439697266,99.3006362915039,4.04669189453125,4.248319500205245,95,78,17
1088958,4127955,95.25234985351562,99.48014068603516,4.227790832519531,4.43851604608313,96,72,24
